"Election","Electorate","Area","Booth","Green Party","Labour Party","National Party","New Zealand First Party","Total Valid Party Votes"
2011,"Christchurch Central","Linwood","Linwood Intermediate School, 7 McLean Street",0.2067510549,0.4599156118,0.2025316456,0.05907173,237
2011,"Christchurch Central","Papanui","St Joseph's School, 4 Vagues Road",0.1126436782,0.2528735632,0.5287356322,0.0413793103,435
2011,"Hamilton West","Dinsdale","St Clare's Co-operating Parish Hall, 97 Tuhikaramea Road",0.0827702703,0.2702702703,0.4662162162,0.1064189189,592
2011,"Hamilton West","Te Kowhai","Te Kowhai School, 605 Horotiu Road",0.0732436472,0.1061285501,0.6726457399,0.0762331839,669
2011,"Hamilton West","Other Vote","Votes Allowed for Party Only",0.0972222222,0.4087301587,0.3055555556,0.0753968254,504
2014,"Tāmaki","Mission Bay","Patteson Guide Hall, 87 Patteson Avenue",0.0603448276,0.1108374384,0.7179802956,0.0406403941,812
2014,"Dunedin South","St Clair","Vintage Car Club, 125 Forbury Road",0.1142191142,0.2680652681,0.4662004662,0.0932400932,429
2014,"Wellington Central","Mt Cook","St Paul's Lutheran Church, 12 King Street",0.3769230769,0.2230769231,0.2769230769,0.0846153846,130
2014,"Wellington Central","Wellington City","Te Aro School, 360 The Terrace",0.3202614379,0.1895424837,0.3464052288,0.045751634,153
2014,"Northland","Dargaville","Dargaville Primary School, Portland Street",0.1062906725,0.169197397,0.4772234273,0.1431670282,461
2014,"Epsom","Remuera","Somervell Presbyterian Church and Community Centre, 497 Remuera Road",0.0571095571,0.0652680653,0.7668997669,0.0256410256,858
2011,"Napier","Onekawa","Henry Hill School, 13a Dick Place",0.0978043912,0.4031936128,0.3872255489,0.0499001996,501
2014,"Christchurch Central","Merivale","Heaton Normal Intermediate School Hall, 125-133 Heaton Street",0.1331521739,0.1358695652,0.6467391304,0.027173913,368
2011,"Rangitata","Timaru","St Peter's Church Hall, 11 Otipua Road",0.1038135593,0.4343220339,0.3283898305,0.0805084746,472
2011,"Rangitata","Timaru","Timaru Girls High School, corner Hassall and Cain Streets",0.095703125,0.404296875,0.333984375,0.080078125,512
2011,"Clutha-Southland","Gore","Gore District Court, 6 Hokonui Drive",0.0663129973,0.2400530504,0.5583554377,0.0517241379,754
2014,"Papakura","Wattle Downs","Clayton Park School Hall, 187 Coxhead Road (Wattle Farm Road entrance)",0.0403225806,0.2685483871,0.4870967742,0.1427419355,1240
2011,"Christchurch East","Other Vote","Ordinary Votes BEFORE polling day - Taken in Christchurch Central",0.1118568233,0.3333333333,0.4295302013,0.0917225951,447
2014,"Hutt South","Wainuiomata","Arakura School, 209 Wellington Road",0.0765696784,0.4303215926,0.2741194487,0.1255742726,653
2014,"Hamilton East","Fairfield","Insoll Avenue School, 95 Insoll Avenue",0.0709219858,0.3957446809,0.3687943262,0.1106382979,705
2011,"East Coast","Opotiki","Opotiki College Hall, St John Street",0.1187648456,0.2850356295,0.3729216152,0.1187648456,421
2011,"East Coast","Whakatane","Salvation Army Hall, 87 King Street",0.092936803,0.280669145,0.3977695167,0.156133829,538
2014,"Waitaki","Oamaru","St Luke's Hall, 3 Wharfe Street",0.1754385965,0.249122807,0.4035087719,0.0912280702,285
2011,"Te Atatū","Te Atatu South","Rangeview Intermediate School, Keru Place",0.0860585198,0.3407917384,0.4320137694,0.0671256454,581
2011,"Palmerston North","Cloverlea","Cloverlea School Hall, 55 Herbert Avenue",0.0629722922,0.4005037783,0.3891687657,0.0894206549,794
2014,"Mana","Porirua East","Porirua East School, 8 Martin Street",0.0732064422,0.5578330893,0.1918008785,0.1083455344,683
2014,"New Plymouth","New Plymouth","St Pius X School, 120 Brooklands Road",0.0833333333,0.235,0.5533333333,0.0666666667,600
2011,"Waimakariri","Belfast","Papanui ACC Office, Northwood Supa Centre, 1 Radcliffe Road",0.0770416025,0.1787365177,0.6317411402,0.0662557781,649
2011,"Waimakariri","Swannanoa","Swannanoa School, 1305 Tram Road ",0.0822368421,0.1430921053,0.6957236842,0.0296052632,608
2011,"Hunua","Tuakau","Tuakau Town Hall, George Street",0.0658761528,0.2068511199,0.5335968379,0.1343873518,759
2011,"Wairarapa","Waipawa","Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street",0.1133786848,0.2380952381,0.4693877551,0.0861678005,441
2011,"Waitakere","Sunnyvale","Kelston Community Centre, 126 Awaroa Road ",0.078125,0.38125,0.41875,0.071875,640
2014,"East Coast","Whakatane","Allandale School, 167 King Street",0.0802568218,0.2712680578,0.4125200642,0.1380417335,623
2014,"New Lynn","Blockhouse Bay","Chaucer School, Bowling Club Hall, 8 Falkirk Street",0.0778816199,0.4158878505,0.3644859813,0.0716510903,642
2014,"New Lynn","Mt Roskill","Marshall Laing Primary School, 39 Marshall Laing Avenue",0.0550660793,0.4405286344,0.372246696,0.0484581498,908
2014,"Rangitata","Ashburton","Walnut Ave Pavillion, 66 Walnut Avenue",0.0673854447,0.1482479784,0.6630727763,0.0579514825,742
2014,"Rangitata","Timaru","Methodist Church Hall, corner North Street & Woodlands Road",0.0851788756,0.3594548552,0.3781942078,0.0902896082,587
2011,"Ilam","Bishopdale","Bishopdale School Hall, 465 Greers Road",0.1240694789,0.2431761787,0.5334987593,0.0496277916,403
2011,"Bay of Plenty","Other Vote","Votes Allowed for Party Only",0.1295336788,0.2461139896,0.4093264249,0.0803108808,386
2011,"Papakura","Papakura","Papakura District Court, corner Great South Road & Wood Street",0.0668449198,0.3021390374,0.4652406417,0.121657754,748
2014,"Hunua","Hunua","Hunua School, 39 Lockwood Road",0.0965250965,0.083011583,0.6312741313,0.0810810811,518
2014,"Hunua","Whitford","Votes Allowed for Party Only",0.0750750751,0.2777777778,0.4414414414,0.1246246246,666
2011,"Hamilton East","Fairfield","Fairfield Intermediate School, 261 Clarkin Road",0.0914076782,0.3893967093,0.3711151737,0.084095064,547
2014,"Selwyn","Kirwee","Kirwee Model School, 34 School Lane",0.0823723229,0.0856672158,0.7215815486,0.0675453048,607
2014,"Rodney","Gulf Harbour","Gulf Harbour School, 65 Alec Craig Way",0.0669344043,0.1352074967,0.6385542169,0.0829986613,747
2014,"Kaikōura","Ashley","Ashley School, corner Boundary & Fawcetts Roads",0.0915750916,0.0952380952,0.684981685,0.0641025641,546
2014,"Kaikōura","Blenheim","St Ninian's Church Hall, corner Alabama Road & Riley Crescent",0.0772797527,0.1792890263,0.5255023184,0.1221020093,647
2011,"Whangarei","Maunu","Whangarei Area Hospital, Maunu Road",0.1234567901,0.2543209877,0.4444444444,0.0888888889,405
2011,"Whangarei","Otaika","Lifesway Bible Church, corner Tarewa & Otaika Roads",0.0859106529,0.2920962199,0.3951890034,0.1237113402,582
2014,"Wigram","Addington","Addington School Hall, 22 Brougham Street (Simeon Street entrance)",0.1582278481,0.4082278481,0.3037974684,0.0759493671,316
2014,"Wigram","Hei Hei","St Aidans Church Hall, corner Hei Hei & Buchanans Roads",0.1016260163,0.3577235772,0.325203252,0.1361788618,492
2014,"Wigram","Hoon Hay","Hoon Hay Presbyterian Church Hall, 5 Downing Street",0.1157407407,0.2708333333,0.4791666667,0.0625,432
2014,"Wigram","Upper Riccarton","Riccarton High School Hall, corner Curletts Road & Vicki Street",0.1474926254,0.3185840708,0.3480825959,0.1002949853,339
2014,"Tāmaki","Remuera","Somervell Presbyterian Church and Community Centre, 497 Remuera Road",0.1269035533,0.1294416244,0.6472081218,0.0355329949,394
2014,"Dunedin South","Calton Hill","Carisbrook Heights (previously known as Calton Hill Community Hall), 38 Riselaw Road",0.1199040767,0.5731414868,0.1654676259,0.0911270983,417
2014,"Port Hills","Opawa","Opawa School, corner Ford Road & Newbery Street ",0.1672240803,0.4046822742,0.2675585284,0.0869565217,299
2014,"Epsom","Mt Eden","Maungawhau School, 43 Ellerton Road",0.1329787234,0.1223404255,0.6143617021,0.045212766,376
2011,"Rimutaka","Belmont","Maranatha School, 180 Hill Road",0.1879699248,0.1729323308,0.5413533835,0.030075188,266
2011,"Rimutaka","Other Vote","Special Votes BEFORE polling day",0.1123595506,0.4179775281,0.393258427,0.0494382022,445
2014,"Kelston","Kelston","St Leonards Road School, 15 St Leonards Road",0.0559210526,0.5800438596,0.2445175439,0.0756578947,912
2011,"Clutha-Southland","Gore","Calvin Presbyterian Church Centre, 25 Robertson Street",0.0478873239,0.1830985915,0.6169014085,0.0638497653,1065
2011,"Clutha-Southland","Gore","East Gore School Hall, 3 Wentworth Street",0.0854271357,0.2345058626,0.5175879397,0.0770519263,597
2014,"Papakura","Papakura","Papakura Normal School Hall, Walters Road entrance",0.0445804196,0.2972027972,0.486013986,0.1136363636,1144
2011,"Christchurch East","Aranui","Aranui Primary School, 257 Breezes Road",0.0740203193,0.5413642961,0.2510885341,0.0957910015,689
2011,"Christchurch East","Other Vote","Special Votes BEFORE polling day",0.1106290672,0.3557483731,0.4511930586,0.0368763557,461
2011,"Coromandel","Waihi","Waihi Central School, Moresby Avenue",0.1099137931,0.2823275862,0.3900862069,0.150862069,464
2011,"Palmerston North","Other Vote","Special Votes BEFORE polling day",0.1146067416,0.3348314607,0.4494382022,0.0629213483,445
2014,"Tukituki","Hastings City","St John Ambulance Hall, 107 Southland Road",0.0696721311,0.2745901639,0.456284153,0.106557377,732
2011,"Tauranga","Tauranga","Matua Dance Education Centre, 228b Levers Road",0.091234347,0.114490161,0.595706619,0.0983899821,559
2014,"Auckland Central","Ponsonby","Ponsonby Primary School, 44 Curran Street",0.1349206349,0.1031746032,0.6957671958,0.0238095238,378
2011,"Helensville","Paremoremo","Ridgeview School, 1 Cutts Crescent",0.1066945607,0.1694560669,0.60041841,0.0439330544,478
2011,"Waimakariri","Rangiora","Rangiora High School, East Belt",0.0883882149,0.2201039861,0.5164644714,0.0970537262,577
2011,"Wigram","Other Vote","Ordinary Votes BEFORE polling day - Taken in Christchurch Central",0.1902985075,0.2649253731,0.4664179104,0.0373134328,268
2011,"Tukituki","Akina","Hastings Intermediate School, 611 Hastings Street South",0.1125827815,0.3333333333,0.408388521,0.0463576159,453
2014,"Whangarei","Kensington","Table Tennis Centre, Kensington Park, 193 Western Hills Drive",0.1118421053,0.1907894737,0.4956140351,0.1184210526,456
2014,"Whangarei","Ruakaka","Bream Bay College, Peter Snell Road",0.0734870317,0.1873198847,0.4812680115,0.1988472622,694
2014,"Hamilton West","Nawton","Nawton School, 58 Livingstone Avenue",0.0650510204,0.3278061224,0.387755102,0.1454081633,784
2011,"Kaikōura","Blenheim","NMIT Marlborough Campus, Room E1, 85 Budge Street",0.0953271028,0.3495327103,0.3813084112,0.0747663551,535
2011,"Kaikōura","Kaikoura","St Peter's Anglican Church Hall, 33 Torquay Street",0.1205673759,0.2080378251,0.5579196217,0.0661938534,423
2014,"East Coast Bays","Albany","Albany Community Hall, 3/21 Library Lane",0.0960451977,0.0922787194,0.6629001883,0.0508474576,531
2011,"Waitakere","Henderson","The Church of Jesus Christ of Latter-Day Saints, 7 Harvest Drive",0.058419244,0.3012600229,0.5509736541,0.0423825888,873
2011,"Waitakere","Other Vote","Special Votes BEFORE polling day",0.1113537118,0.4475982533,0.3318777293,0.0676855895,458
2014,"Ilam","Papanui","St Paul's Anglican Church Parish Hall, 1 Harewood Road",0.1256157635,0.1921182266,0.5665024631,0.0591133005,406
2011,"Bay of Plenty","Pyes Pa","Pyes Pa School, 978 Pyes Pa Road",0.1053719008,0.0723140496,0.5991735537,0.1446280992,484
2011,"Papakura","Papakura","Papakura Anglican Church, 40 Coles Crescent",0.070441989,0.2541436464,0.4834254144,0.1298342541,724
2011,"Rotorua","Other Vote","Special Votes BEFORE polling day",0.1153846154,0.1945701357,0.520361991,0.0791855204,442
2014,"Palmerston North","Cloverlea","Cloverlea School Hall, 55 Herbert Avenue",0.066319896,0.3485045514,0.4070221066,0.1235370611,769
2011,"Mt Roskill","Other Vote","Special Votes BEFORE polling day",0.0791925466,0.5232919255,0.3229813665,0.0419254658,644
2014,"Rotorua","Rotorua","Glenholme School Hall, 149 Ranolf Street",0.0618932039,0.2451456311,0.4939320388,0.1347087379,824
2011,"West Coast-Tasman","Appleby ","Appleby School, 19 Moutere Highway, RD1",0.1469740634,0.1613832853,0.5792507205,0.0461095101,347
2011,"West Coast-Tasman","Takaka","Central Takaka School, 44 Central Takaka Road",0.3290322581,0.1806451613,0.4258064516,0.0129032258,155
2014,"Upper Harbour","Glenfield","Glenfield Primary School, 101 Chivalry Road",0.0757800892,0.294205052,0.5081723626,0.0430906389,673
2011,"Mana","Paraparaumu","Kapiti Primary School, corner Kapiti & Rimu Roads",0.191011236,0.2996254682,0.3970037453,0.0561797753,267
2011,"Hutt South","Avalon","Dyer Street School, 59 Dyer Street",0.09375,0.3382352941,0.4577205882,0.0680147059,544
2011,"Christchurch Central","Papanui","Papanui Primary School, 40 Winters Road",0.1042944785,0.2249488753,0.5807770961,0.0572597137,489
2011,"Epsom","Remuera","St Joseph of Cluny Kindergarten, 74 Victoria Avenue",0.0500490677,0.0677134446,0.8037291462,0.0186457311,1019
2014,"Coromandel","Colville","Colville School, 2391 Colville Road",0.3290322581,0.135483871,0.2967741935,0.0838709677,155
2014,"Dunedin South","South Dunedin","Bathgate Park School, 213 Macandrew Road",0.0962264151,0.4547169811,0.2943396226,0.0981132075,530
2014,"Northland","Dargaville","The Lighthouse Church Hall, Normanby Street",0.0656370656,0.1557271557,0.5045045045,0.1595881596,777
2011,"Dunedin South","Other Vote","Votes Allowed for Party Only",0.1789473684,0.4280701754,0.3087719298,0.0385964912,285
2014,"Waiariki","Tauriko","Votes Allowed for Party Only",0.0865874363,0.4074702886,0.0475382003,0.1188455008,589
2011,"Rimutaka","Taita","Taita Central School, 33a Churton Crescent",0.0770392749,0.6042296073,0.2114803625,0.0725075529,662
2011,"Rimutaka","Upper Hutt","St Josephs School Hall, 24 Royal Street",0.084717608,0.3455149502,0.3970099668,0.1079734219,602
2011,"New Plymouth","Other Vote","Overseas Special Votes including Defence Force",0.2217391304,0.1826086957,0.5391304348,0.0260869565,230
2014,"Kelston","New Lynn","New Lynn Salvation Army Hall, 32 Delta Avenue",0.0923623446,0.458259325,0.3019538188,0.0621669627,563
2011,"Tāmaki","Ellerslie","Christ Church Anglican Church, 169 Ladies Mile",0.0926916221,0.1604278075,0.6524064171,0.0356506239,561
2011,"Coromandel","Hahei","Hahei Community Centre, Beach Road",0.2418604651,0.1162790698,0.5348837209,0.0372093023,215
2014,"Hamilton East","Rototuna","Waikato Waldorf School, 85 Barrington Drive ",0.114790287,0.1699779249,0.5960264901,0.0507726269,453
2011,"East Coast","Gisborne","Rutene Road Kindergarten, 128 Rutene Road",0.1142857143,0.2637362637,0.4967032967,0.0505494505,455
2014,"Waitaki","Oamaru","Garrison Band Hall, corner Severn & Isis Streets",0.1033797217,0.2902584493,0.4135188867,0.1153081511,503
2014,"Dunedin North","Wakari","Balmacewen Intermediate School, 44 Chapman Street",0.1590214067,0.3669724771,0.3119266055,0.0917431193,327
2014,"Invercargill","Riverton","Riverton Primary School Hall, corner Leader & Princess Streets",0.0717241379,0.1682758621,0.5944827586,0.1131034483,725
2014,"Invercargill","Wyndham","Overseas Special Votes including Defence Force",0.2071713147,0.219123506,0.4501992032,0.03187251,251
2011,"Rangitīkei","Other Vote","Special Votes BEFORE polling day",0.1063394683,0.2576687117,0.4989775051,0.0695296524,489
2011,"Palmerston North","Kelvin Grove","Kelvin Grove Community Centre, 68 Kaimanawa Street",0.0762463343,0.4296187683,0.3680351906,0.0571847507,682
2011,"East Coast Bays","Long Bay","Long Bay College, 20 Ashley Avenue",0.1424657534,0.0876712329,0.6493150685,0.0191780822,365
2011,"New Lynn","Blockhouse Bay","Blockhouse Bay Intermediate School, 95 Bolton Street",0.0747126437,0.3721264368,0.4224137931,0.0747126437,696
2011,"Helensville","Hobsonville","Hobsonville Public Hall, 397 Hobsonville Road",0.0631067961,0.1116504854,0.7014563107,0.0546116505,824
2014,"Bay of Plenty","Whakamarama","Votes Allowed for Party Only",0.108559499,0.2463465553,0.3590814196,0.1586638831,479
2011,"Rodney","Other Vote","Special Votes BEFORE polling day",0.0918727915,0.203180212,0.5600706714,0.0918727915,566
2014,"Napier","Taradale","Taradale High School, 50 Murphy Road",0.0912280702,0.2666666667,0.4824561404,0.0614035088,570
2014,"Hamilton West","Hamilton City","Electorate Headquarters, 12 Ward Street",0.1609907121,0.2198142415,0.4891640867,0.0619195046,323
2011,"Wairarapa","Masterton","Fernridge School Hall, 264 Upper Plain Road",0.0943738657,0.1615245009,0.5989110708,0.058076225,551
2014,"East Coast","Whakatane","Reads Auction Hall, 17 King Street",0.0654911839,0.2191435768,0.5201511335,0.1259445844,794
2014,"Ilam","Riccarton","St Ninian's Presbyterian Church Hall, 9 Puriri Street",0.1543026706,0.1899109792,0.5667655786,0.0445103858,337
2011,"Bay of Plenty","Oropi","Oropi School, 1334 Oropi Road",0.1113490364,0.0620985011,0.6038543897,0.1177730193,467
2011,"Papakura","Other Vote","Ordinary Votes BEFORE polling day - Taken in Manurewa",0.0524722503,0.3279515641,0.4914228052,0.0867810293,991
2011,"Rongotai","Maupuia","Garage, 15 Kaikoura Street",0.1259079903,0.3365617433,0.4503631961,0.0411622276,413
2014,"Rimutaka","Trentham","Masonic Centre, 27-29 Islington Street",0.0966542751,0.3661710037,0.3884758364,0.094795539,538
2011,"Rotorua","Kawerau","District Council, Town Hall, Ranfurly Court",0.0544502618,0.3780104712,0.2764397906,0.2062827225,955
2011,"Rotorua","Owhata","St Marks Anglican Hall, corner Sunrise Avenue & Te Ngae Road",0.0866666667,0.2866666667,0.41,0.1516666667,600
2011,"Dunedin North","Port Chalmers","Port Chalmers School, 30a Albertson Avenue",0.25,0.4903846154,0.1634615385,0.0721153846,208
2014,"Palmerston North","Takaro","St Oswald's Church Hall, corner Featherston & Kingswood Streets",0.0887372014,0.3651877133,0.3566552901,0.1177474403,586
2011,"North Shore","Other Vote","Votes Allowed for Party Only",0.1323155216,0.2239185751,0.5292620865,0.0254452926,393
2011,"Taupō","Tokoroa","St John Ambulance Hall,  62 Logan Street",0.0621266428,0.3870967742,0.3225806452,0.1397849462,837
2011,"Taupō","Turangi","Tongariro Seniors' Hall, McLaren Park, 83 Ohuanga Road",0.085106383,0.2487725041,0.4124386252,0.147299509,611
2011,"Botany","Botany Downs","Elim Christian Centre, 159 Botany Road",0.0384900074,0.1524796447,0.6794966691,0.0473723168,1351
2011,"Botany","Northpark","Our Lady Star of the Sea School, 14 Oakridge Way",0.0533880903,0.1550308008,0.7145790554,0.0308008214,974
2011,"Waitaki","Other Vote","Votes Allowed for Party Only",0.2536585366,0.2682926829,0.3804878049,0.0390243902,205
