Electorate Number #,Electorate Name,Polling Place ID,Polling Place Suburb,Polling Place Address,NZTM2000 Easting,NZTM2000 Northing
58,Waitaki,1584,Lake Roxburgh,"Coal Creek Community Hall, Tamblyn Drive",1311938.091,4957234.107
58,Waitaki,1585,Tarras,"Tarras Primary School, 2612 Tarras-Cromwell Road",1316478.937,5028882.996
58,Waitaki,1588,Waiareka,"Oamaru Farmers' Saleyards Building, 31-39 Weston Road",1437652.678,5004300.555
58,Waitaki,2890,Geraldine,"Geraldine Primary School, 73 Wilson Street",1459046.904,5115881.674
58,Waitaki,2966,Dunback,"Coronation Hall, 1238 Dunback-Morrisons Road (State Highway 85)",1414250.82,4971782.651
58,Waitaki,2968,Oamaru,"Waitaki Girls' High School, 270 Thames Street",1440593.647,5005169.032
58,Waitaki,2970,Wanaka,"Mt Aspiring College Gymnasium, 121 Plantation Road",1293864.341,5044518.797
58,Waitaki,3214,Maungati,"St James Church Hall, 143 Timaunga Road",1437512.134,5075517.044
58,Waitaki,3328,Ngapara,"Rugby Club Rooms, 11 Paradise Gully Road",1422836.22,5019654.553
58,Waitaki,3329,Oamaru,"Aoraki Polytech, 44 Humber Street",1440666.264,5004453.168
58,Waitaki,3391,Patearoa,"Bowling Club, 1615 Ranfurly-Patearoa Road",1368881.752,4983166.614
58,Waitaki,3488,Weston,"Weston Primary School, 1 Charles Street",1436172.097,5006242.109
58,Waitaki,3563,Cromwell,"Memorial Hall, 36 Melmore Terrace",1301196.41,5004594.595
58,Waitaki,3675,Wanaka,"Lake Wanaka Centre, 89 Ardmore Street",1293864.866,5043724.129
58,Waitaki,3856,Totara,"Public Hall, 633 Fortification Road ",1434661.614,5000157.236
58,Waitaki,3875,Herbert,"Public Hall, 17 Tain Street",1425906.752,4989921.595
59,Wellington Central,2545,Brooklyn,"Brooklyn Community Centre, 18 Harrison Street",1747752.96,5425766.142
59,Wellington Central,2546,Brooklyn,"Brooklyn School, 58 Washington Avenue",1747869.948,5425755.128
59,Wellington Central,2548,Wellington City,"Aro Valley Community Centre, 48 Aro Street",1748103.098,5426971.007
59,Wellington Central,2551,Wellington City,"Mount Cook Primary School, 160 Tory Street",1748919.984,5426689.92
59,Wellington Central,2553,Wellington City,"St Andrew's Church Hall, 30 The Terrace",1748655.287,5428647.822
59,Wellington Central,2555,Wellington City,"Wellington High School, 249 Taranaki Street",1748603.969,5426388.983
59,Wellington Central,2557,Karori,"Karori West Scout Hall, 21 Sunshine Avenue",1744444.623,5428248.372
59,Wellington Central,2559,Karori,"Karori Normal School, 2 Donald Street",1745866.485,5428244.198
59,Wellington Central,2560,Karori,"Karori Playcentre, 64 Campbell Street ",1745760.429,5427761.248
59,Wellington Central,2562,Karori,"St Teresa's Parish Hall, 301 Karori Road",1745223.514,5428003.296
59,Wellington Central,2563,Karori,"Karori West School, 7-21 Allington Road",1744202.569,5427672.447
59,Wellington Central,2564,Kelburn,"Kelburn Normal School, 16 Kowhai Road",1747515.278,5427855.02
59,Wellington Central,2565,Kelburn,"St Michael's and All Angels Parish Hall, 83 Upland Road",1747583.236,5427605.029
59,Wellington Central,2567,Mt Victoria,"Clyde Quay School, 27 Elizabeth Street",1749408.962,5426845.845
59,Wellington Central,2570,Northland,"Northland School, 14 Harbour View Road",1747402.391,5428592.983
59,Wellington Central,2572,Northland,"St Anne@Ward Church Hall, 69 Northland Road",1747229.389,5428467.013
59,Wellington Central,2574,Thorndon,"Thorndon School, 19b Hobson Crescent or 26 Murphy Street",1749079.343,5429307.726
59,Wellington Central,2575,Thorndon,"Wellington Bridge Club, 17 Tinakori Road",1749112.404,5429766.693
59,Wellington Central,2576,Wadestown,"Wadestown School, 2 Rose Street",1748088.601,5430568.766
59,Wellington Central,2579,Wilton,"Otari School, 166 Wilton Road",1747119.605,5429976.922
59,Wellington Central,2652,Mt Victoria,"St Joseph's Church, Bill Pearce Room, 150 Brougham Street",1749253.903,5426339.9
59,Wellington Central,2886,Wellington City,"St John's Church Conference Centre, corner Dixon & Willis Streets",1748472.13,5427427.928
59,Wellington Central,2887,Wellington City,"Te Aro School, 360 The Terrace",1748134.124,5427169.989
59,Wellington Central,3349,Wadestown,"St Luke's Centre, 32 Pitt Street",1748742.566,5430718.678
59,Wellington Central,3359,Karori,"Karori Baptist Church, 161-163 Karori Road",1746161.468,5428322.156
59,Wellington Central,3360,Mt Cook,"St Paul's Lutheran Church, 12 King Street",1748858.894,5426023.976
59,Wellington Central,3361,Thorndon,"St Mary's College, 16 Guildford Terrace",1748697.336,5429021.793
59,Wellington Central,3362,Makara,"Makara Model School, 399 Makara Road",1742849.018,5430075.417
59,Wellington Central,3512,Wilton,"Cardinal McKeefry School, 66 Albemarle Road",1747208.471,5429044.976
59,Wellington Central,3662,Wellington City,"Michael Fowler Centre, Renouf Foyer, Level 1, 111 Wakefield Street",1748894.108,5427537.866
59,Wellington Central,3837,Brooklyn,"St Bernard's School, 40 Taft Street",1747623.933,5425485.181
59,Wellington Central,3898,Wellington City,"Capital E, Civic Square",1748856.128,5427648.863
59,Wellington Central,3899,Wellington City,"Chaffers Dock Atrium, 18 Herd Street",1749479.039,5427417.798
59,Wellington Central,3904,Oriental Bay,"Band Rotunda, 245B Oriental Parade",1750294.964,5427385.693
59,Wellington Central,3951,Wellington City,"Davidic Centre, 28-30 Hopper Street",1748502.996,5426513.987
60,West Coast-Tasman,962,St Arnaud ,"Lake Rotoiti School, Main Road",1587670.061,5372241.782
60,West Coast-Tasman,1270,Appleby ,"Appleby School, 19 Moutere Highway, RD1",1610044.549,5427163.433
60,West Coast-Tasman,1273,Foxhill,"Lord Rutherford Hall, State Highway 6",1597624.825,5412398.631
60,West Coast-Tasman,1286,Redwood Valley,"Redwood Valley Hall, Moutere Highway, RD1",1606581.787,5427667.486
60,West Coast-Tasman,1296,Waimea West,"Waimea West Public Hall, Waimea West Road",1607907.949,5422070.342
60,West Coast-Tasman,1299,Wakefield,"Wakefield School, Edward Street",1603705.959,5415948.826
60,West Coast-Tasman,2582,Atarau,"Moonlight Hall, Atarau Road",1476119.691,5311856.215
60,West Coast-Tasman,2584,Barrytown,"Barrytown School, Cargill Road",1461745.685,5321683.94
60,West Coast-Tasman,2585,Blackball ,"Blackball Fire Station, Hilton Street",1469251.735,5308624.524
60,West Coast-Tasman,2586,Blacks Point,"Blacks Point Museum, Franklyn Street",1507726.119,5335256.899
60,West Coast-Tasman,2588,Camerons,"Bill Maher Hall, Main South Road",1447541.742,5287371.728
60,West Coast-Tasman,2589,Carters Beach,"Carters Beach Hall, Marine Parade",1480938.526,5377672.051
60,West Coast-Tasman,2590,Charleston ,"Charleston Hall, corner Darkies Terrace Road & State Highway 6",1470478.673,5359373.33
60,West Coast-Tasman,2591,Cobden ,"Bowling Club Rooms, 84a Ward Street",1452502.673,5300253.14
60,West Coast-Tasman,2592,Cobden ,"Cobden School, 53 Fox Street",1452864.487,5299781.155
60,West Coast-Tasman,2593,Collingwood,"Memorial Hall, Tasman Street",1573131.661,5497070.232
60,West Coast-Tasman,2595,Dobson ,"Paparoa Range School, 8 Herald Street",1461149.445,5298653.578
60,West Coast-Tasman,2596,Dovedale,"Dovedale School,  Dovedale Road ",1591176.52,5429339.023
60,West Coast-Tasman,2597,Dunollie,"Dunollie St John's Hall, corner Bute & Inverness Streets",1456557.913,5305041.185
60,West Coast-Tasman,2598,East Takaka  ,"East Takaka Hall, 420 East Road",1585481.048,5469812.611
60,West Coast-Tasman,2600,Franz Josef,"Franz Josef Community Centre, Main Road",1371787.127,5192010.192
60,West Coast-Tasman,2602,Granity ,"Granity School, 83 Torea Street",1504416.199,5390665.616
60,West Coast-Tasman,2603,Greymouth,"Blaketown School, 90 Blake Street",1451401.466,5298376.775
60,West Coast-Tasman,2604,Greymouth,"Grey Base Hospital, High Street",1451501.189,5297267.975
60,West Coast-Tasman,2605,Greymouth,"Greymouth Main School, Joyce Crescent",1451798.028,5296832.995
60,West Coast-Tasman,2606,Greymouth,"Karoro Learning Centre, 180 Tainui Street",1452562.156,5298073.573
60,West Coast-Tasman,2607,Greymouth,"Karoro School, Old Library, Main South Road",1450951.963,5295792.393
60,West Coast-Tasman,2608,Greymouth,"Grey United Tennis Club, Shakespeare Street",1452042.111,5297413.823
60,West Coast-Tasman,2609,Greymouth,"Regent Theatre, corner MacKay & Herbert Streets",1452603.322,5298830.41
60,West Coast-Tasman,2610,Haast,"Haast Rescue Centre, Pauareka Road",1281935.079,5133771.773
60,West Coast-Tasman,2611,Haast,"Haast School, Hannahs Clearing",1267509.283,5126355.839
60,West Coast-Tasman,2613,Hari Hari ,"South Westland Area School, 92 Wanganui Flat Road",1400912.704,5220485.162
60,West Coast-Tasman,2615,Ngakawau ,"Ngakawau Domain Hall, Main Road",1506154.964,5393001.321
60,West Coast-Tasman,2616,Hokitika,"Church of Christ Hall, corner Sale & Stafford Streets",1433864.829,5268288.515
60,West Coast-Tasman,2618,Hokitika,"St Mary's Primary School Hall, 87 Sewell Street",1433427.977,5268756.546
60,West Coast-Tasman,2619,Hokitika,"Westland High School, 140 Hampden Street",1434017.866,5268562.449
60,West Coast-Tasman,2624,Kaiata ,"Kaiata Hall, 12 Golf Links Road",1456423.153,5297216.897
60,West Coast-Tasman,2626,Kaniere  ,"Kaniere School, 16 Camp Street",1436790.913,5265440.291
60,West Coast-Tasman,2627,Karamea ,"Karamea Area School, 105 Waverley Street",1525946.076,5433228.504
60,West Coast-Tasman,2628,Hokitika,"Kokatahi-Kowhitirangi School, 35 Upper Kokatahi Road",1439650.819,5255745.945
60,West Coast-Tasman,2632,Kowhitirangi,"Kowhitirangi Hall, Kaniere-Kowhitirangi Road",1437587.239,5250974.799
60,West Coast-Tasman,2633,Kumara,"Memorial Hall, 56 Seddon Street",1451231.277,5278647.5
60,West Coast-Tasman,2634,Karamea ,"Little Wanganui Hall, 3288 Karamea Highway",1522717.554,5419033.381
60,West Coast-Tasman,2635,Lower Moutere,"Lower Moutere School Hall, 8 School Road",1599603.178,5444109.067
60,West Coast-Tasman,2638,Mapua ,"Mapua School, 4 Stafford Drive",1607619.779,5433849.251
60,West Coast-Tasman,2641,Moana,"Lake Brunner School, 21 Ahau Street",1475321.62,5285155.799
60,West Coast-Tasman,2642,Motueka,"Parklands School, Technology Building, 9-19 Pah Street",1600778.91,5448994.267
60,West Coast-Tasman,2643,Motueka,"Motueka South School, 450 High Street",1600710.873,5447063.961
60,West Coast-Tasman,2644,Motupiko,"Quinney's Bush Camp, 263 State Highway 6",1584512.466,5410441.54
60,West Coast-Tasman,2645,Motupipi  ,"Motupipi School, 435 Abel Tasman Drive",1587463.11,5477560.453
60,West Coast-Tasman,2646,Murchison ,"Murchison Area School, 61 Waller Street",1544049.859,5372268.652
60,West Coast-Tasman,2647,Nelson Creek ,"Nelson Creek Hall, Nelson Creek Road",1478227.538,5304048.777
60,West Coast-Tasman,2649,Ngahere ,"Ngahere Hall, State Highway 7",1471973.357,5305337.747
60,West Coast-Tasman,2650,Ngatimoti ,"Ngatimoti School, 4 Greenhill Road, RD1",1589567.744,5438745.58
60,West Coast-Tasman,2651,Onekaka,"Onekaka Hall, State Highway 60",1575221.067,5487503.76
60,West Coast-Tasman,2653,Pakawau,"Pakawau Public Hall, Pakawau Road, RD1",1573348.045,5507431.291
60,West Coast-Tasman,2656,Paroa,"Paroa School, 494 Main South Road",1449507.379,5291946.457
60,West Coast-Tasman,2658,Pokororo,"Pokororo Public Hall, Westbank Road",1586103.02,5437687.166
60,West Coast-Tasman,2661,Puramahoi,"Puramahoi Public Hall, Takaka-Collingwood Highway",1578723.658,5483039.884
60,West Coast-Tasman,2663,Reefton,"Reefton Hospital, Broadway",1505749.966,5336356.934
60,West Coast-Tasman,2664,Reefton,"Reefton Area School, 10 Victory Street",1505830.025,5336800.776
60,West Coast-Tasman,2665,Reefton,"Reefton Community Centre, 52-54 Shiel Street",1506162.837,5336379.845
60,West Coast-Tasman,2666,Riwaka,"Memorial Hall, 398 Main Road",1598832.759,5454001.512
60,West Coast-Tasman,2667,Riwaka,"Riwaka School, 22 School Road",1599929.322,5452760.934
60,West Coast-Tasman,2668,Ross,"Ross School, Moorhouse Street",1421736.048,5248219.729
60,West Coast-Tasman,2669,Runanga,"Runanga School Hall, Duncan Street",1456156.853,5304403.417
60,West Coast-Tasman,2671,Westport,"Sergeants Hill Hall, Caledonian Road",1487731.508,5375768.142
60,West Coast-Tasman,2674,Stanley Brook,"Stanley Brook Hall, Motueka Valley Highway",1585033.557,5425325.946
60,West Coast-Tasman,2675,Maruia,"Maruia School, Station Creek, State Highway 65",1535650.913,5329113.935
60,West Coast-Tasman,2678,Takaka,"Golden Bay High School, 12 Waitapu Road",1583845.598,5478093.153
60,West Coast-Tasman,2679,Takaka,"Tasman District Council Office, 78 Commercial Street",1583709.678,5476983.622
60,West Coast-Tasman,2680,Tapawera ,"Tapawera Area School, 46 Main Road",1585446.745,5417576.818
60,West Coast-Tasman,2682,Tasman,"Tasman School, 417 Aporo Road",1604125.354,5440294.18
60,West Coast-Tasman,2684,Ahaura ,"Awahono School, 20 Napoleon Street",1479607.51,5310570.815
60,West Coast-Tasman,2686,Umukuri,"Brooklyn School, 256 Umukuri Road",1597691.116,5450672.768
60,West Coast-Tasman,2687,Upper Moutere,"Upper Moutere School Hall, Main Road",1600418.222,5431243.652
60,West Coast-Tasman,2688,Upper Takaka,"Upper Takaka Community Hall, 2 Aaron Creek Road",1585127.148,5457474.518
60,West Coast-Tasman,2689,Westport,"Waimangaroa School, 16 Stewart Street",1497191.041,5380968.99
60,West Coast-Tasman,2691,Westport,"Westport Courthouse, 11 Wakefield Street",1483575.2,5376295.933
60,West Coast-Tasman,2692,Westport,"IHC Buller Branch, 149 Derby Street",1484246.883,5376029.872
60,West Coast-Tasman,2694,Westport,"Westport North School, 65 Cobden Street",1484295.168,5377310.373
60,West Coast-Tasman,2695,Westport,"Westport South School, Derby Street",1484321.755,5375608.014
60,West Coast-Tasman,2696,Westport,"St Canice's School, 24a Brougham Street",1484076.06,5376504.733
60,West Coast-Tasman,3000,Takaka,"Central Takaka School, 44 Central Takaka Road",1584916.219,5474565.66
60,West Coast-Tasman,3001,Hokitika,"Regent Theatre, Reynolds Room, 23 Weld Street",1433186.953,5268493.628
60,West Coast-Tasman,3412,Rotomanu,"Rotomanu Hall, Lake Brunner-Kumara Road",1482703.678,5277579.238
60,West Coast-Tasman,3558,Punakaiki,"Punakaiki Canoes, State Highway 6",1461978.281,5336064.915
60,West Coast-Tasman,3562,Bruce Bay,"Bruce Bay Hall, State Highway 6",1324768.101,5166075.331
60,West Coast-Tasman,3726,Marahau,"Marahau Fire Station Hall, Sandy Bay-Marahau Road",1600735.129,5460677.022
60,West Coast-Tasman,3743,Whataroa,"Whataroa School, 65 Scally Road  ",1385434.751,5206774.683
60,West Coast-Tasman,3748,Fox Glacier,"Community Hall (next to the Department of Conservation), State Highway 6",1358706.503,5183167.656
60,West Coast-Tasman,3793,Pohara,"Pohara Hall, Abel Tasman Drive",1589684.146,5479650.637
60,West Coast-Tasman,3794,Golden Bay ,"Aorere Public Hall, Collingwood-Bainham Road",1566171.125,5491982.407
60,West Coast-Tasman,3821,Kaiteriteri ,"Kaiteriteri Motor Camp, 5 Kaiteriteri-Sandy Bay Road",1601473.819,5457186.287
60,West Coast-Tasman,3822,Motueka,"Motueka Tasman District Council Service Centre, Hickmott Place ",1601109.774,5448574.405
60,West Coast-Tasman,3863,Ikamatua ,"Ikamatua Fire Station, Main Road",1491540.976,5319250.983
60,West Coast-Tasman,3864,Taylorville,"Old School, 717 Taylorville Road",1461478.661,5299971.218
60,West Coast-Tasman,3867,Motueka,"Masonic Centre, 8 Inglis Street",1601075.811,5449384.117
60,West Coast-Tasman,3877,Upper Moutere,"Mahana School, School Road, RD2",1603713.055,5431689.267
60,West Coast-Tasman,3878,Inangahua Junction,"Inangahua Junction Hall, State Highway 6, RD1 ",1513025.912,5365588.425
60,West Coast-Tasman,3935,Arahura,"Te Tari O Te Runanga O Ngatiwaewae, 1 Old Christchurch Road (off State Highway 6)",1438667.296,5273698.807
61,Whanganui,2084,Auroa,"Auroa School, 734 Auroa Road",1689849.058,5629137.928
61,Whanganui,2090,Eltham,"St Mark's Parish Hall, 235 High Street",1711882.127,5634948.866
61,Whanganui,2091,Eltham,"Eltham School, 69 Conway Road",1711768.63,5634128.892
61,Whanganui,2102,Kaponga,"Kaponga School, 30 Egmont Street",1698914.787,5635293.021
61,Whanganui,2113,Manaia,"Manaia School, Patukukupa Street ",1696397.781,5621923.976
61,Whanganui,2118,Matapu,"Matapu School, 495 Hastings Road",1705510.243,5629324.839
61,Whanganui,2139,Opunake,"Opunake Primary School, Longfellow Road",1673580.76,5633005.681
61,Whanganui,2145,Pihama,"Pihama Hall, Main South Road (State Highway 45)",1680398.297,5627111.123
61,Whanganui,2152,Pungarehu,"Pungarehu Hall, Main South Road ",1669638.245,5651953.673
61,Whanganui,2153,Rahotu,"Rahotu School, Main South Road (Surf Highway 45)",1669205.675,5646846.949
61,Whanganui,2156,Eltham,"Rawhitiroa School, 596 Rawhitiroa Road",1717100.391,5635261.979
61,Whanganui,2173,Te Kiri,"Te Kiri Hall, Eltham Road",1684172.279,5634408.449
61,Whanganui,2193,Warea,"Warea Hall, Main South Road ",1670473.283,5657498.545
61,Whanganui,2700,Alton,"Alton Hall, Ball Road",1724000.591,5608335.856
61,Whanganui,2702,Brunswick,"Brunswick School, Campbell Road",1773191.434,5587645.038
61,Whanganui,2703,Fordell,"Fordell School, Budge Street",1787867.515,5574466.206
61,Whanganui,2705,Hawera,"Hawera High School, 13 Camberwell Road",1709514.206,5617507.604
61,Whanganui,2706,Hawera,"Highland Pipe Band Hall, Collins Street",1710547.156,5617375.16
61,Whanganui,2707,Hawera,"Presbyterian Centre, 35 Argyle Street",1709773.412,5617056.795
61,Whanganui,2708,Hawera,"Hawera Primary School, Manawapou Road entrance",1709489.697,5616574.706
61,Whanganui,2709,Hawera,"Public Hospital, 37 Hunter Street",1708743.418,5617279.23
61,Whanganui,2710,Hawera,"Ramanui School, 85 Fairfield Road",1709849.036,5615839.983
61,Whanganui,2712,Hawera,"Tawhiti School, Perth Street ",1710689.845,5617935.169
61,Whanganui,2713,Hawera,"Turuturu School, 194 Glover Road",1709033.495,5618966.171
61,Whanganui,2715,Kai Iwi,"Kai Iwi School, 908 State Highway 3",1765286.75,5586946.839
61,Whanganui,2716,Kaitoke,"Kaitoke School, Concord Line",1779424.048,5574458.376
61,Whanganui,2717,Kakaramea,"Kakaramea School, 2193 Main South Road ",1724060.762,5603792.178
61,Whanganui,2718,Kakatahi,"Kakatahi School, 4315 Parapara Road (State Highway 4)",1798867.529,5610694.829
61,Whanganui,2720,Mangamahu,"Mangamahu School, Kowhai Street",1802178.378,5589799.729
61,Whanganui,2723,Maxwell,"Maxwell Pre-School,1655 Main South Road (State Highway 3)",1759335.834,5590411.773
61,Whanganui,2724,Mokoia,"Mokoia School, 969 Main South Road ",1717661.825,5612765.342
61,Whanganui,2725,Mosston,"Mosston School, 211 Mosston Road",1771904.38,5579185.408
61,Whanganui,2728,Normanby,"Normanby School, 3 Hunter Street",1709393.598,5622411.934
61,Whanganui,2729,Ohangai,"Ohangai School, 34 Ohangai Road East",1719072.291,5617455.66
61,Whanganui,2731,Okoia,"Okoia School, No. 3 Line",1781646.068,5578449.783
61,Whanganui,2735,Rapanui,"Rapanui-Mowhanau Community Centre, 4-6 Mowhanau Drive",1762597.86,5583310.436
61,Whanganui,2737,Upokongaro,"Upokongaro School, State Highway 4",1780939.631,5584935.616
61,Whanganui,2738,Waitotara,"Waitotara School, Severn Street",1748599.369,5592496.403
61,Whanganui,2739,Aramoho,"Churton School, Burmah Street",1778158.218,5582112.11
61,Whanganui,2741,Aramoho,"Aramoho School, 2 Mitchell Street",1776402.287,5581188.321
61,Whanganui,2742,Castlecliff,"Aranui School, 14 Aranui Avenue",1769208.432,5578085.314
61,Whanganui,2743,Castlecliff,"Te Kura O Kokohuia, 36 Matipo Street",1771313.169,5576683.886
61,Whanganui,2744,Castlecliff,"Castlecliff School, 25 Polson Street",1770198.941,5576949.529
61,Whanganui,2745,Castlecliff,"St Luke's Church Hall, 34 Manuka Street",1769503.759,5577236.32
